FamilyID	Bombus_bifarius<1>	Bombus_pyrosoma<2>	Bombus_affinis<3>	Bombus_terrestris<4>	<5>	<6>	<7>
N0.HOG0001985	0	0	0	0	0	0	0
N0.HOG0001986	0	0	0	0	0	0	0
N0.HOG0001987	0	0	0	0	0	0	0
N0.HOG0001988	0	0	0	0	0	0	0
N0.HOG0001989	0	0	0	0	0	0	0
N0.HOG0001990	0	0	0	0	0	0	0
N0.HOG0001991	0	0	0	0	0	0	0
N0.HOG0001992	0	0	0	0	0	0	0
N0.HOG0001993	0	0	0	0	0	0	0
N0.HOG0001994	0	0	0	0	0	0	0
N0.HOG0001995	0	0	0	0	0	0	0
N0.HOG0001996	0	0	0	0	0	0	0
N0.HOG0001997	0	0	0	0	0	0	0
N0.HOG0001998	0	0	0	0	0	0	0
N0.HOG0001999	0	0	0	0	0	0	0
N0.HOG0002000	0	0	0	0	0	0	0
N0.HOG0002001	0	0	0	0	0	0	0
N0.HOG0002002	0	0	0	0	0	0	0
N0.HOG0002003	0	0	0	0	0	0	0
N0.HOG0002004	0	0	0	0	0	0	0
N0.HOG0002005	0	0	0	0	0	0	0
N0.HOG0002006	0	0	0	0	0	0	0
N0.HOG0002007	0	0	0	0	0	0	0
N0.HOG0002008	0	0	0	0	0	0	0
N0.HOG0002009	0	0	0	0	0	0	0
N0.HOG0002010	0	0	0	0	0	0	0
N0.HOG0002011	0	0	0	0	0	0	0
N0.HOG0002012	0	0	0	0	0	0	0
N0.HOG0002013	0	0	0	0	0	0	0
N0.HOG0002014	0	0	0	0	0	0	0
N0.HOG0002015	0	0	0	0	0	0	0
N0.HOG0002016	0	0	0	0	0	0	0
N0.HOG0002017	0	0	0	0	0	0	0
N0.HOG0002018	0	0	0	0	0	0	0
N0.HOG0002019	0	0	0	0	0	0	0
N0.HOG0002020	0	0	0	0	0	0	0
N0.HOG0002021	0	0	0	0	0	0	0
N0.HOG0002022	0	0	0	0	0	0	0
N0.HOG0002023	0	0	0	0	0	0	0
N0.HOG0002024	0	0	0	0	0	0	0
N0.HOG0002025	0	0	0	0	0	0	0
N0.HOG0002026	0	0	0	0	0	0	0
N0.HOG0002027	0	0	0	0	0	0	0
N0.HOG0002028	0	0	0	0	0	0	0
N0.HOG0002029	0	0	0	0	0	0	0
N0.HOG0002030	0	0	0	0	0	0	0
N0.HOG0002031	0	0	0	0	0	0	0
N0.HOG0002032	0	0	0	0	0	0	0
N0.HOG0002033	0	0	0	0	0	0	0
N0.HOG0002034	0	0	0	0	0	0	0
N0.HOG0002035	0	0	0	0	0	0	0
N0.HOG0002036	0	0	0	0	0	0	0
N0.HOG0002037	0	0	0	0	0	0	0
N0.HOG0002038	0	0	0	0	0	0	0
N0.HOG0002039	0	0	0	0	0	0	0
N0.HOG0002040	0	0	0	0	0	0	0
N0.HOG0002041	0	0	0	0	0	0	0
N0.HOG0002042	0	0	0	0	0	0	0
N0.HOG0002043	0	0	0	0	0	0	0
N0.HOG0002044	0	0	0	0	0	0	0
N0.HOG0002045	0	0	0	0	0	0	0
N0.HOG0002046	0	0	0	0	0	0	0
N0.HOG0002047	0	0	0	0	0	0	0
N0.HOG0002048	0	0	0	0	0	0	0
N0.HOG0002049	0	0	0	0	0	0	0
N0.HOG0002050	0	0	0	0	0	0	0
N0.HOG0002051	0	0	0	0	0	0	0
N0.HOG0002052	0	0	0	0	0	0	0
N0.HOG0002053	0	0	0	0	0	0	0
N0.HOG0002054	0	0	0	0	0	0	0
N0.HOG0002055	0	0	0	0	0	0	0
N0.HOG0002056	0	0	0	0	0	0	0
N0.HOG0002057	0	0	0	0	0	0	0
N0.HOG0002058	0	0	0	0	0	0	0
N0.HOG0002059	0	0	0	0	0	0	0
N0.HOG0002060	0	0	0	0	0	0	0
N0.HOG0002061	0	0	0	0	0	0	0
N0.HOG0002062	0	0	0	0	0	0	0
N0.HOG0002063	0	0	0	0	0	0	0
N0.HOG0002064	0	0	0	0	0	0	0
N0.HOG0002065	0	0	0	0	0	0	0
N0.HOG0002066	0	0	0	0	0	0	0
N0.HOG0002067	0	0	0	0	0	0	0
N0.HOG0002068	0	0	0	0	0	0	0
N0.HOG0002069	0	0	0	0	0	0	0
N0.HOG0002070	0	0	0	0	0	0	0
N0.HOG0002071	0	0	0	0	0	0	0
N0.HOG0002072	0	0	0	0	0	0	0
N0.HOG0002073	0	0	0	0	0	0	0
N0.HOG0002074	0	0	0	0	0	0	0
N0.HOG0002075	0	0	0	0	0	0	0
N0.HOG0002076	0	0	0	0	0	0	0
N0.HOG0002077	0	0	0	0	0	0	0
N0.HOG0002078	0	0	0	0	0	0	0
N0.HOG0002079	0	0	0	0	0	0	0
N0.HOG0002080	0	0	0	0	0	0	0
N0.HOG0002081	0	0	0	0	0	0	0
N0.HOG0002082	0	0	0	0	0	0	0
N0.HOG0002083	0	0	0	0	0	0	0
N0.HOG0002084	0	0	0	0	0	0	0
N0.HOG0002085	0	0	0	0	0	0	0
N0.HOG0002086	0	0	0	0	0	0	0
N0.HOG0002087	0	0	0	0	0	0	0
N0.HOG0002088	0	0	0	0	0	0	0
N0.HOG0002089	0	0	0	0	0	0	0
N0.HOG0002090	0	0	0	0	0	0	0
N0.HOG0002091	0	0	0	0	0	0	0
N0.HOG0002092	0	0	0	0	0	0	0
N0.HOG0002093	0	0	0	0	0	0	0
N0.HOG0002094	0	0	0	0	0	0	0
N0.HOG0002095	0	0	0	0	0	0	0
N0.HOG0002096	0	0	0	0	0	0	0
N0.HOG0002097	0	0	0	0	0	0	0
N0.HOG0002098	0	0	0	0	0	0	0
N0.HOG0002099	0	0	0	0	0	0	0
N0.HOG0002100	0	0	0	0	0	0	0
N0.HOG0002101	0	0	0	0	0	0	0
N0.HOG0002102	0	0	0	0	0	0	0
N0.HOG0002103	0	0	0	0	0	0	0
N0.HOG0002104	0	0	0	0	0	0	0
N0.HOG0002105	0	0	0	0	0	0	0
N0.HOG0002106	0	0	0	0	0	0	0
N0.HOG0002107	0	0	0	0	0	0	0
N0.HOG0002108	0	0	0	0	0	0	0
N0.HOG0002109	0	0	0	0	0	0	0
N0.HOG0002110	0	0	0	0	0	0	0
N0.HOG0002111	0	0	0	0	0	0	0
N0.HOG0002112	0	0	0	0	0	0	0
N0.HOG0002113	0	0	0	0	0	0	0
N0.HOG0002114	0	0	0	0	0	0	0
N0.HOG0002115	0	0	0	0	0	0	0
N0.HOG0002116	0	0	0	0	0	0	0
N0.HOG0002117	0	0	0	0	0	0	0
N0.HOG0002118	0	0	0	0	0	0	0
N0.HOG0002119	0	0	0	0	0	0	0
N0.HOG0002120	0	0	0	0	0	0	0
N0.HOG0002121	0	0	0	0	0	0	0
N0.HOG0002122	0	0	0	0	0	0	0
N0.HOG0002123	0	0	0	0	0	0	0
N0.HOG0002124	0	0	0	0	0	0	0
N0.HOG0002125	0	0	0	0	0	0	0
N0.HOG0002126	0	0	0	0	0	0	0
N0.HOG0002127	0	0	0	0	0	0	0
N0.HOG0002128	0	0	0	0	0	0	0
N0.HOG0002129	0	0	0	0	0	0	0
N0.HOG0002130	0	0	0	0	0	0	0
N0.HOG0002131	0	0	0	0	0	0	0
N0.HOG0002132	0	0	0	0	0	0	0
N0.HOG0002133	0	0	0	0	0	0	0
N0.HOG0002134	0	0	0	0	0	0	0
N0.HOG0002135	0	0	0	0	0	0	0
N0.HOG0002136	0	0	0	0	0	0	0
N0.HOG0002137	0	0	0	0	0	0	0
N0.HOG0002138	0	0	0	0	0	0	0
N0.HOG0002139	0	0	0	0	0	0	0
N0.HOG0002140	0	0	0	0	0	0	0
N0.HOG0002141	0	0	0	0	0	0	0
N0.HOG0002142	0	0	0	0	0	0	0
N0.HOG0002143	0	0	0	0	0	0	0
N0.HOG0002144	0	0	0	0	0	0	0
N0.HOG0002145	0	0	0	0	0	0	0
N0.HOG0002146	0	0	0	0	0	0	0
N0.HOG0002147	0	0	0	0	0	0	0
N0.HOG0002148	0	0	0	0	0	0	0
N0.HOG0002149	0	0	0	0	0	0	0
N0.HOG0002150	0	0	0	0	0	0	0
N0.HOG0002151	0	0	0	0	0	0	0
N0.HOG0002152	0	0	0	0	0	0	0
N0.HOG0002153	0	0	0	0	0	0	0
N0.HOG0002154	0	0	0	0	0	0	0
N0.HOG0002155	0	0	0	0	0	0	0
N0.HOG0002156	0	0	0	0	0	0	0
N0.HOG0002157	0	0	0	0	0	0	0
N0.HOG0002158	0	0	0	0	0	0	0
N0.HOG0002159	0	0	0	0	0	0	0
N0.HOG0002160	0	0	0	0	0	0	0
N0.HOG0002161	0	0	0	0	0	0	0
N0.HOG0002162	0	0	0	0	0	0	0
N0.HOG0002163	0	0	0	0	0	0	0
N0.HOG0002164	0	0	0	0	0	0	0
N0.HOG0002165	0	0	0	0	0	0	0
N0.HOG0002166	0	0	0	0	0	0	0
N0.HOG0002167	0	0	0	0	0	0	0
N0.HOG0002168	0	0	0	0	0	0	0
N0.HOG0002169	0	0	0	0	0	0	0
N0.HOG0002170	0	0	0	0	0	0	0
N0.HOG0002171	0	0	0	0	0	0	0
N0.HOG0002172	0	0	0	0	0	0	0
N0.HOG0002173	0	0	0	0	0	0	0
N0.HOG0002174	0	0	0	0	0	0	0
N0.HOG0002175	0	0	0	0	0	0	0
N0.HOG0002176	0	0	0	0	0	0	0
N0.HOG0002177	0	0	0	0	0	0	0
N0.HOG0002178	0	0	0	0	0	0	0
N0.HOG0002179	0	0	0	0	0	0	0
N0.HOG0002180	0	0	0	0	0	0	0
N0.HOG0002181	0	0	0	0	0	0	0
N0.HOG0002182	0	0	0	0	0	0	0
N0.HOG0002183	0	0	0	0	0	0	0
N0.HOG0002184	0	0	0	0	0	0	0
N0.HOG0002185	0	0	0	0	0	0	0
N0.HOG0002186	0	0	0	0	0	0	0
N0.HOG0002187	0	0	0	0	0	0	0
N0.HOG0002188	0	0	0	0	0	0	0
N0.HOG0002189	0	0	0	0	0	0	0
N0.HOG0002190	0	0	0	0	0	0	0
N0.HOG0002191	0	0	0	0	0	0	0
N0.HOG0002192	0	0	0	0	0	0	0
N0.HOG0002193	0	0	0	0	0	0	0
N0.HOG0002194	0	0	0	0	0	0	0
N0.HOG0002195	0	0	0	0	0	0	0
N0.HOG0002196	0	0	0	0	0	0	0
N0.HOG0002197	0	0	0	0	0	0	0
N0.HOG0002198	0	0	0	0	0	0	0
N0.HOG0002199	0	0	0	0	0	0	0
N0.HOG0002200	0	0	0	0	0	0	0
N0.HOG0002201	0	0	0	0	0	0	0
N0.HOG0002202	0	0	0	0	0	0	0
N0.HOG0002203	0	0	0	0	0	0	0
N0.HOG0002204	0	0	0	0	0	0	0
N0.HOG0002205	0	0	0	0	0	0	0
N0.HOG0002206	0	0	0	0	0	0	0
N0.HOG0002207	0	0	0	0	0	0	0
N0.HOG0002208	0	0	0	0	0	0	0
N0.HOG0002209	0	0	0	0	0	0	0
N0.HOG0002210	0	0	0	0	0	0	0
N0.HOG0002211	0	0	0	0	0	0	0
N0.HOG0002212	0	0	0	0	0	0	0
N0.HOG0002213	0	0	0	0	0	0	0
N0.HOG0002214	0	0	0	0	0	0	0
N0.HOG0002215	0	0	0	0	0	0	0
N0.HOG0002216	0	0	0	0	0	0	0
N0.HOG0002217	0	0	0	0	0	0	0
N0.HOG0002218	0	0	0	0	0	0	0
N0.HOG0002219	0	0	0	0	0	0	0
N0.HOG0002220	0	0	0	0	0	0	0
N0.HOG0002221	0	0	0	0	0	0	0
N0.HOG0002222	0	0	0	0	0	0	0
N0.HOG0002223	0	0	0	0	0	0	0
N0.HOG0002224	0	0	0	0	0	0	0
N0.HOG0002225	0	0	0	0	0	0	0
N0.HOG0002226	0	0	0	0	0	0	0
N0.HOG0002227	0	0	0	0	0	0	0
N0.HOG0002228	0	0	0	0	0	0	0
N0.HOG0002229	0	0	0	0	0	0	0
N0.HOG0002230	0	0	0	0	0	0	0
N0.HOG0002231	0	0	0	0	0	0	0
N0.HOG0002232	0	0	0	0	0	0	0
N0.HOG0002233	0	0	0	0	0	0	0
N0.HOG0002234	0	0	0	0	0	0	0
N0.HOG0002235	0	0	0	0	0	0	0
N0.HOG0002236	0	0	0	0	0	0	0
N0.HOG0002237	0	0	0	0	0	0	0
N0.HOG0002238	0	0	0	0	0	0	0
N0.HOG0002239	0	0	0	0	0	0	0
N0.HOG0002240	0	0	0	0	0	0	0
N0.HOG0002241	0	0	0	0	0	0	0
N0.HOG0002242	0	0	0	0	0	0	0
N0.HOG0002243	0	0	0	0	0	0	0
N0.HOG0002244	0	0	0	0	0	0	0
N0.HOG0002245	0	0	0	0	0	0	0
N0.HOG0002246	0	0	0	0	0	0	0
N0.HOG0002247	0	0	0	0	0	0	0
N0.HOG0002248	0	0	0	0	0	0	0
N0.HOG0002249	0	0	0	0	0	0	0
N0.HOG0002250	0	0	0	0	0	0	0
N0.HOG0002251	0	0	0	0	0	0	0
N0.HOG0002252	0	0	0	0	0	0	0
N0.HOG0002253	0	0	0	0	0	0	0
N0.HOG0002254	0	0	0	0	0	0	0
N0.HOG0002255	0	0	0	0	0	0	0
N0.HOG0002256	0	0	0	0	0	0	0
N0.HOG0002257	0	0	0	0	0	0	0
N0.HOG0002258	0	0	0	0	0	0	0
N0.HOG0002259	0	0	0	0	0	0	0
N0.HOG0002260	0	0	0	0	0	0	0
N0.HOG0002261	0	0	0	0	0	0	0
N0.HOG0002262	0	0	0	0	0	0	0
N0.HOG0002263	0	0	0	0	0	0	0
N0.HOG0002264	0	0	0	0	0	0	0
N0.HOG0002265	0	0	0	0	0	0	0
N0.HOG0002266	0	0	0	0	0	0	0
N0.HOG0002267	0	0	0	0	0	0	0
N0.HOG0002268	0	0	0	0	0	0	0
N0.HOG0002269	0	0	0	0	0	0	0
N0.HOG0002270	0	0	0	0	0	0	0
N0.HOG0002271	0	0	0	0	0	0	0
N0.HOG0002272	0	0	0	0	0	0	0
N0.HOG0002273	0	0	0	0	0	0	0
N0.HOG0002274	0	0	0	0	0	0	0
N0.HOG0002275	0	0	0	0	0	0	0
N0.HOG0002276	0	0	0	0	0	0	0
N0.HOG0002277	0	0	0	0	0	0	0
N0.HOG0002278	0	0	0	0	0	0	0
N0.HOG0002279	0	0	0	0	0	0	0
N0.HOG0002280	0	0	0	0	0	0	0
N0.HOG0002281	0	0	0	0	0	0	0
N0.HOG0002282	0	0	0	0	0	0	0
N0.HOG0002283	0	0	0	0	0	0	0
N0.HOG0002284	0	0	0	0	0	0	0
N0.HOG0002285	0	0	0	0	0	0	0
N0.HOG0002286	0	0	0	0	0	0	0
N0.HOG0002287	0	0	0	0	0	0	0
N0.HOG0002288	0	0	0	0	0	0	0
N0.HOG0002289	0	0	0	0	0	0	0
N0.HOG0002290	0	0	0	0	0	0	0
N0.HOG0002291	0	0	0	0	0	0	0
N0.HOG0002292	0	0	0	0	0	0	0
N0.HOG0002293	0	0	0	0	0	0	0
N0.HOG0002294	0	0	0	0	0	0	0
N0.HOG0002295	0	0	0	0	0	0	0
N0.HOG0002296	0	0	0	0	0	0	0
N0.HOG0002297	0	0	0	0	0	0	0
N0.HOG0002298	0	0	0	0	0	0	0
N0.HOG0002299	0	0	0	0	0	0	0
N0.HOG0002300	0	0	0	0	0	0	0
N0.HOG0002301	0	0	0	0	0	0	0
N0.HOG0002302	0	0	0	0	0	0	0
N0.HOG0002303	0	0	0	0	0	0	0
N0.HOG0002304	0	0	0	0	0	0	0
N0.HOG0002305	0	0	0	0	0	0	0
N0.HOG0002306	0	0	0	0	0	0	0
N0.HOG0002307	0	0	0	0	0	0	0
N0.HOG0002308	0	0	0	0	0	0	0
N0.HOG0002309	0	0	0	0	0	0	0
N0.HOG0002310	0	0	0	0	0	0	0
N0.HOG0002311	0	0	0	0	0	0	0
N0.HOG0002312	0	0	0	0	0	0	0
N0.HOG0002313	0	0	0	0	0	0	0
N0.HOG0002314	0	0	0	0	0	0	0
N0.HOG0002315	0	0	0	0	0	0	0
N0.HOG0002316	0	0	0	0	0	0	0
N0.HOG0002317	0	0	0	0	0	0	0
N0.HOG0002318	0	0	0	0	0	0	0
N0.HOG0002319	0	0	0	0	0	0	0
N0.HOG0002320	0	0	0	0	0	0	0
N0.HOG0002321	0	0	0	0	0	0	0
N0.HOG0002322	0	0	0	0	0	0	0
N0.HOG0002323	0	0	0	0	0	0	0
N0.HOG0002324	0	0	0	0	0	0	0
N0.HOG0002325	0	0	0	0	0	0	0
N0.HOG0002326	0	0	0	0	0	0	0
N0.HOG0002327	0	0	0	0	0	0	0
N0.HOG0002328	0	0	0	0	0	0	0
N0.HOG0002329	0	0	0	0	0	0	0
N0.HOG0002330	0	0	0	0	0	0	0
N0.HOG0002331	0	0	0	0	0	0	0
N0.HOG0002332	0	0	0	0	0	0	0
N0.HOG0002333	0	0	0	0	0	0	0
N0.HOG0002334	0	0	0	0	0	0	0
N0.HOG0002335	0	0	0	0	0	0	0
N0.HOG0002336	0	0	0	0	0	0	0
N0.HOG0002337	0	0	0	0	0	0	0
N0.HOG0002338	0	0	0	0	0	0	0
N0.HOG0002339	0	0	0	0	0	0	0
N0.HOG0002340	0	0	0	0	0	0	0
N0.HOG0002341	0	0	0	0	0	0	0
N0.HOG0002342	0	0	0	0	0	0	0
N0.HOG0002343	0	0	0	0	0	0	0
N0.HOG0002344	0	0	0	0	0	0	0
N0.HOG0002345	0	0	0	0	0	0	0
N0.HOG0002346	0	0	0	0	0	0	0
N0.HOG0002347	0	0	0	0	0	0	0
N0.HOG0002348	0	0	0	0	0	0	0
N0.HOG0002349	0	0	0	0	0	0	0
N0.HOG0002350	0	0	0	0	0	0	0
N0.HOG0002351	0	0	0	0	0	0	0
N0.HOG0002352	0	0	0	0	0	0	0
N0.HOG0002353	0	0	0	0	0	0	0
N0.HOG0002354	0	0	0	0	0	0	0
N0.HOG0002355	0	0	0	0	0	0	0
N0.HOG0002356	0	0	0	0	0	0	0
N0.HOG0002357	0	0	0	0	0	0	0
N0.HOG0002358	0	0	0	0	0	0	0
N0.HOG0002359	0	0	0	0	0	0	0
N0.HOG0002360	0	0	0	0	0	0	0
N0.HOG0002361	0	0	0	0	0	0	0
N0.HOG0002362	0	0	0	0	0	0	0
N0.HOG0002363	0	0	0	0	0	0	0
N0.HOG0002364	0	0	0	0	0	0	0
N0.HOG0002365	0	0	0	0	0	0	0
N0.HOG0002366	0	0	0	0	0	0	0
N0.HOG0002367	0	0	0	0	0	0	0
N0.HOG0002368	0	0	0	0	0	0	0
N0.HOG0002369	0	0	0	0	0	0	0
N0.HOG0002370	0	0	0	0	0	0	0
N0.HOG0002371	0	0	0	0	0	0	0
N0.HOG0002372	0	0	0	0	0	0	0
N0.HOG0002373	0	0	0	0	0	0	0
N0.HOG0002374	0	0	0	0	0	0	0
N0.HOG0002375	0	0	0	0	0	0	0
N0.HOG0002376	0	0	0	0	0	0	0
N0.HOG0002377	0	0	0	0	0	0	0
N0.HOG0002378	0	0	0	0	0	0	0
N0.HOG0002379	0	0	0	0	0	0	0
N0.HOG0002380	0	0	0	0	0	0	0
N0.HOG0002381	0	0	0	0	0	0	0
N0.HOG0002382	0	0	0	0	0	0	0
N0.HOG0002383	0	0	0	0	0	0	0
N0.HOG0002384	0	0	0	0	0	0	0
N0.HOG0002385	0	0	0	0	0	0	0
N0.HOG0002387	0	0	0	0	0	0	0
N0.HOG0002388	0	0	0	0	0	0	0
N0.HOG0002389	0	0	0	0	0	0	0
N0.HOG0002390	0	0	0	0	0	0	0
N0.HOG0002391	0	0	0	0	0	0	0
N0.HOG0002392	0	0	0	0	0	0	0
N0.HOG0002393	0	0	0	0	0	0	0
N0.HOG0002394	0	0	0	0	0	0	0
N0.HOG0002395	0	0	0	0	0	0	0
N0.HOG0002396	0	0	0	0	0	0	0
N0.HOG0002397	0	0	0	0	0	0	0
N0.HOG0002398	0	0	0	0	0	0	0
N0.HOG0002399	0	0	0	0	0	0	0
N0.HOG0002400	0	0	0	0	0	0	0
N0.HOG0002401	0	0	0	0	0	0	0
N0.HOG0002402	0	0	0	0	0	0	0
N0.HOG0002403	0	0	0	0	0	0	0
N0.HOG0002404	0	0	0	0	0	0	0
N0.HOG0002405	0	0	0	0	0	0	0
N0.HOG0002406	0	0	0	0	0	0	0
N0.HOG0002407	0	0	0	0	0	0	0
N0.HOG0002408	0	0	0	0	0	0	0
N0.HOG0002409	0	0	0	0	0	0	0
N0.HOG0002411	0	0	0	0	0	0	0
N0.HOG0002412	0	0	0	0	0	0	0
N0.HOG0002413	0	0	0	0	0	0	0
N0.HOG0002414	0	0	0	0	0	0	0
N0.HOG0002415	0	0	0	0	0	0	0
N0.HOG0002416	0	0	0	0	0	0	0
N0.HOG0002417	0	0	0	0	0	0	0
N0.HOG0002418	0	0	0	0	0	0	0
N0.HOG0002419	0	0	0	0	0	0	0
N0.HOG0002420	0	0	0	0	0	0	0
N0.HOG0002421	0	0	0	0	0	0	0
N0.HOG0002422	0	0	0	0	0	0	0
N0.HOG0002423	0	0	0	0	0	0	0
N0.HOG0002424	0	0	0	0	0	0	0
N0.HOG0002425	0	0	0	0	0	0	0
N0.HOG0002426	0	0	0	0	0	0	0
N0.HOG0002427	0	0	0	0	0	0	0
N0.HOG0002428	0	0	0	0	0	0	0
N0.HOG0002429	0	0	0	0	0	0	0
N0.HOG0002430	0	0	0	0	0	0	0
N0.HOG0002431	0	0	0	0	0	0	0
N0.HOG0002432	0	0	0	0	0	0	0
N0.HOG0002433	0	0	0	0	0	0	0
N0.HOG0002434	0	0	0	0	0	0	0
N0.HOG0002435	0	0	0	0	0	0	0
N0.HOG0002436	0	0	0	0	0	0	0
N0.HOG0002437	0	0	0	0	0	0	0
N0.HOG0002438	0	0	0	0	0	0	0
N0.HOG0002439	0	0	0	0	0	0	0
N0.HOG0002440	0	0	0	0	0	0	0
N0.HOG0002441	0	0	0	0	0	0	0
N0.HOG0002442	0	0	0	0	0	0	0
N0.HOG0002443	0	0	0	0	0	0	0
N0.HOG0002444	0	0	0	0	0	0	0
N0.HOG0002445	0	0	0	0	0	0	0
N0.HOG0002446	0	0	0	0	0	0	0
N0.HOG0002447	0	0	0	0	0	0	0
N0.HOG0002448	0	0	0	0	0	0	0
N0.HOG0002449	0	0	0	0	0	0	0
N0.HOG0002450	0	0	0	0	0	0	0
N0.HOG0002451	0	0	0	0	0	0	0
N0.HOG0002452	0	0	0	0	0	0	0
N0.HOG0002453	0	0	0	0	0	0	0
N0.HOG0002454	0	0	0	0	0	0	0
N0.HOG0002455	0	0	0	0	0	0	0
N0.HOG0002456	0	0	0	0	0	0	0
N0.HOG0002457	0	0	0	0	0	0	0
N0.HOG0002458	0	0	0	0	0	0	0
N0.HOG0002459	0	0	0	0	0	0	0
N0.HOG0002460	0	0	0	0	0	0	0
N0.HOG0002461	0	0	0	0	0	0	0
N0.HOG0002462	0	0	0	0	0	0	0
N0.HOG0002463	0	0	0	0	0	0	0
N0.HOG0002464	0	0	0	0	0	0	0
N0.HOG0002465	0	0	0	0	0	0	0
N0.HOG0002466	0	0	0	0	0	0	0
N0.HOG0002467	0	0	0	0	0	0	0
N0.HOG0002468	0	0	0	0	0	0	0
N0.HOG0002469	0	0	0	0	0	0	0
N0.HOG0002470	0	0	0	0	0	0	0
N0.HOG0002471	0	0	0	0	0	0	0
N0.HOG0002472	0	0	0	0	0	0	0
N0.HOG0002473	0	0	0	0	0	0	0
N0.HOG0002474	0	0	0	0	0	0	0
N0.HOG0002475	0	0	0	0	0	0	0
N0.HOG0002476	0	0	0	0	0	0	0
N0.HOG0002477	0	0	0	0	0	0	0
N0.HOG0002478	0	0	0	0	0	0	0
N0.HOG0002479	0	0	0	0	0	0	0
N0.HOG0002480	0	0	0	0	0	0	0
N0.HOG0002481	0	0	0	0	0	0	0
N0.HOG0002482	0	0	0	0	0	0	0
N0.HOG0002483	0	0	0	0	0	0	0
N0.HOG0002484	0	0	0	0	0	0	0
N0.HOG0002485	0	0	0	0	0	0	0
N0.HOG0002486	0	0	0	0	0	0	0
N0.HOG0002487	0	0	0	0	0	0	0
N0.HOG0002488	0	0	0	0	0	0	0
N0.HOG0002489	0	0	0	0	0	0	0
N0.HOG0002490	0	0	0	0	0	0	0
N0.HOG0002491	0	0	0	0	0	0	0
N0.HOG0002492	0	0	0	0	0	0	0
N0.HOG0002493	0	0	0	0	0	0	0
N0.HOG0002494	0	0	0	0	0	0	0
N0.HOG0002495	0	0	0	0	0	0	0
N0.HOG0002496	0	0	0	0	0	0	0
N0.HOG0002497	0	0	0	0	0	0	0
N0.HOG0002498	0	0	0	0	0	0	0
N0.HOG0002499	0	0	0	0	0	0	0
N0.HOG0002500	0	0	0	0	0	0	0
N0.HOG0002501	0	0	0	0	0	0	0
N0.HOG0002502	0	0	0	0	0	0	0
N0.HOG0002503	0	0	0	0	0	0	0
N0.HOG0002504	0	0	0	0	0	0	0
N0.HOG0002505	0	0	0	0	0	0	0
N0.HOG0002506	0	0	0	0	0	0	0
N0.HOG0002507	0	0	0	0	0	0	0
N0.HOG0002508	0	0	0	0	0	0	0
N0.HOG0002509	0	0	0	0	0	0	0
N0.HOG0002510	0	0	0	0	0	0	0
N0.HOG0002511	0	0	0	0	0	0	0
N0.HOG0002512	0	0	0	0	0	0	0
N0.HOG0002513	0	0	0	0	0	0	0
N0.HOG0002514	0	0	0	0	0	0	0
N0.HOG0002515	0	0	0	0	0	0	0
N0.HOG0002516	0	0	0	0	0	0	0
N0.HOG0002517	0	0	0	0	0	0	0
N0.HOG0002518	0	0	0	0	0	0	0
N0.HOG0002519	0	0	0	0	0	0	0
N0.HOG0002520	0	0	0	0	0	0	0
N0.HOG0002521	0	0	0	0	0	0	0
N0.HOG0002522	0	0	0	0	0	0	0
N0.HOG0002523	0	0	0	0	0	0	0
N0.HOG0002524	0	0	0	0	0	0	0
N0.HOG0002525	0	0	0	0	0	0	0
N0.HOG0002526	0	0	0	0	0	0	0
N0.HOG0002527	0	0	0	0	0	0	0
N0.HOG0002528	0	0	0	0	0	0	0
N0.HOG0002529	0	0	0	0	0	0	0
N0.HOG0002530	0	0	0	0	0	0	0
N0.HOG0002531	0	0	0	0	0	0	0
N0.HOG0002532	0	0	0	0	0	0	0
N0.HOG0002533	0	0	0	0	0	0	0
N0.HOG0002534	0	0	0	0	0	0	0
N0.HOG0002535	0	0	0	0	0	0	0
N0.HOG0002536	0	0	0	0	0	0	0
N0.HOG0002537	0	0	0	0	0	0	0
N0.HOG0002538	0	0	0	0	0	0	0
N0.HOG0002539	0	0	0	0	0	0	0
N0.HOG0002540	0	0	0	0	0	0	0
N0.HOG0002541	0	0	0	0	0	0	0
N0.HOG0002542	0	0	0	0	0	0	0
N0.HOG0002543	0	0	0	0	0	0	0
N0.HOG0002544	0	0	0	0	0	0	0
N0.HOG0002545	0	0	0	0	0	0	0
N0.HOG0002546	0	0	0	0	0	0	0
N0.HOG0002547	0	0	0	0	0	0	0
N0.HOG0002548	0	0	0	0	0	0	0
N0.HOG0002549	0	0	0	0	0	0	0
N0.HOG0002550	0	0	0	0	0	0	0
N0.HOG0002551	0	0	0	0	0	0	0
N0.HOG0002552	0	0	0	0	0	0	0
N0.HOG0002553	0	0	0	0	0	0	0
N0.HOG0002554	0	0	0	0	0	0	0
N0.HOG0002555	0	0	0	0	0	0	0
N0.HOG0002556	0	0	0	0	0	0	0
N0.HOG0002557	0	0	0	0	0	0	0
N0.HOG0002558	0	0	0	0	0	0	0
N0.HOG0002559	0	0	0	0	0	0	0
N0.HOG0002560	0	0	0	0	0	0	0
N0.HOG0002561	0	0	0	0	0	0	0
N0.HOG0002562	0	0	0	0	0	0	0
N0.HOG0002563	0	0	0	0	0	0	0
N0.HOG0002564	0	0	0	0	0	0	0
N0.HOG0002565	0	0	0	0	0	0	0
N0.HOG0002566	0	0	0	0	0	0	0
